data,titulo,empresa,local,link,status,obs
2025-11-17T18:16:53.122467,0 notificações no total,N/A,Remoto,https://www.linkedin.com/jobs/search/?currentJobId=4341100310&f_AL=true&f_WT=2&keywords=programa%C3%A7%C3%A3o%20j%C3%BAnior&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=R,pulada,formulário complexo / não foi possível anexar currículo
2025-11-17T19:22:13.808266,0 notificações no total,N/A,Remoto,https://www.linkedin.com/jobs/search/?currentJobId=4340932246&keywords=programa%C3%A7%C3%A3o%20j%C3%BAnior,pulada,formulário complexo / não foi possível anexar currículo
2025-11-18 10:54:34.762422,Relacionamento com o cliente,LinkedIn,Enviada
2025-11-18 10:54:38.090108,Analista de suporte e implantação de software,LinkedIn,Erro/Já aplicada
2025-11-18 10:54:44.957434,Analista de Sistemas - Júnior,LinkedIn,Manual Necessário
2025-11-18 10:54:51.600661,Desenvolvedor(a) Python,LinkedIn,Manual Necessário
2025-11-18 10:54:58.202051,ASSISTENTE DE CUSTOMER SUCCESS,LinkedIn,Manual Necessário
2025-11-18 10:55:04.799018,BDR – Prospecção Outbound (100% Home Office),LinkedIn,Manual Necessário
2025-11-18 10:55:11.334038,Analista de Suporte de Redes Sociais,LinkedIn,Manual Necessário
2025-11-18 10:55:17.958092,Limpador - Colaboração Paga (Consultoria Técnica),LinkedIn,Manual Necessário
2025-11-18 10:55:24.616728,Salesperson,LinkedIn,Manual Necessário
2025-11-18 10:55:31.339603,Junior Software Engineer (LATAM),LinkedIn,Manual Necessário
2025-11-18 11:02:26.429051,Relacionamento com o cliente,Pulada/Já aplicada
2025-11-18 11:02:29.668262,Analista de suporte e implantação de software,Pulada/Já aplicada
2025-11-18 11:03:40.153169,Analista de Sistemas - Júnior,Manual/Misto
2025-11-18 11:04:01.240770,Desenvolvedor(a) Python,Enviada Auto
2025-11-18 11:04:20.499643,ASSISTENTE DE CUSTOMER SUCCESS,Enviada Auto
2025-11-18 11:04:53.761451,Consultor de Recrutamento Júnior,Enviada Auto
2025-11-18 11:05:17.937596,Desenvolvedor(a) Frontend — React e Angular,Enviada Auto
2025-11-18 11:05:36.389995,Gerente de Marketing Digital(Entry-Level),Enviada Auto
2025-11-18 11:05:44.444146,Estagiário de Suporte e Atendimento ao Cliente,Enviada Auto
2025-11-18 11:06:00.896301,Gestor de Marketplace,Enviada Auto
